INT	INT	STRING	STRING	STRING	STRING	STRING	INT
910	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G昭君出塞嫁给呼韩邪单于是西汉哪位皇帝在位时？	汉景帝	汉献帝	汉元帝	汉平帝	3
911	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国最大的诗歌集是《诗经》、《楚辞》还是《全唐诗》？ 	《全唐诗》	《诗经》	《楚辞》	不清楚	1
912	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G戚继光驱逐的是哪国侵略者？	朝鲜	荷兰	日本	俄罗斯	3
913	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G建立北魏的少数民族是：	羌	契丹	鲜卑	回鹘	3
914	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中国第一个全国规模的统一的资产阶级革命政党是：	民主同盟会	兴中会	中国同盟会	中国国民党	3
915	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G芬兰人属于：	东欧民族	西欧民族	北欧民族	中亚民族	3
916	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人们常说纯理性的爱情是“柏拉图式的爱情”，那么柏拉图是谁的弟子？	亚里士多德	马基雅维利	苏格拉底	不清楚	3
917	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有“白金之国”别称的国家是：	哈萨克斯坦	塔吉克斯坦	亚美尼亚	乌兹别克斯坦	4
918	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G巴林在东半球的哪个地区？	巴尔干半岛	非洲之角	象牙海岸	波斯湾	4
919	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“四月八，黑霜杀”是我国哪个地区的气象俗语？	东北	内蒙古	华北	西北	4
920	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G著名的天文学家哥白尼是哪国人？	奥地利	意大利	德意志	波兰	4
921	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G关于日本的经济说法正确的是：	日本没有农业	首都在京都	没有外国驻军	海港有横滨	4
922	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G慕田峪长城是由谁在北齐长城遗址上督造而成？	常遇春	蓝雨	傅友德	徐达	4
923	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G山西大同的火山是什么山？	活火山	休眠火山	季节性火山	死火山	4
924	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G大陆自然带种类最多的大洲是：	非洲	亚洲	欧洲	北美洲	4
925	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G亚洲耕地面积最大的国家是：	马来西亚	印尼	中国	印度	4
926	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国现存最早的，内容最完整的农书是：	《天工开物》	《授时历》	《水经注》	《齐民要术》	4
927	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上盐度最高的海区在：	红海	波罗的海	阿拉伯海	加勒比海	1
928	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G谁是“中山装”的创始人？	孙中山	黄兴	廖仲恺	于右任	1
929	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G夸父是哪个部落的族裔？	炎帝	黄帝	蚩尤	神农氏	1
930	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G穿越我国领土距离最长的纬线是：	北纬40度	北纬35度	北纬45度	北纬10度	1
931	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G日冕的内层温度约为多少？	100万摄氏度	1000万摄氏度	1亿摄氏度	10万摄氏度	1
932	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一次华山论剑的胜利者是：	王重阳	欧阳锋	一灯大师	洪七公	1
933	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G刘邦建立汉朝不久，韩信被封为：	楚王	齐王	长沙王	越王	1
934	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G失我祁连山，使我六畜不着息；失我燕支山，使我嫁妇无颜色。说的是哪位将军？	霍去病	卫青	窦宪	窦固	1
935	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在牧野誓师，大破商纣的是：	周武王	汤	武庚	周文王	1
936	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G澳大利亚首都是：	堪培拉	悉尼	马尼拉	达尔文	1
937	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪个国家是龙卷风频繁发生的地方？	墨西哥	美国	巴西	英国	2
938	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上面积最大的高原是：	青藏高原	巴西高原	中亚高原	非洲高原	2
939	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G俄国十月革命发生在哪一年？	1901	1917	1911	1919	2
940	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G闻名于世的指南针、印刷术和火药三大发明，开发和应用主要是在：	南宋	北宋	金	元	2
941	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国在何时产生了冶铁技术？	西周	春秋中期	战国	西汉	2
942	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G废除宰相一职始于：	唐朝	明朝	金朝	清朝	2
943	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“布拉格之春”事件发生在：	波兰	捷克斯洛伐克	匈牙利	东德	2
944	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G历时最长的封建王朝是：	西汉	唐朝	明朝	清朝	2
945	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G土耳其人最早制造硬币的材料是用：	铜镍合金	金银合金	铜铁合金	铅镍合金	2
946	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界水城威尼斯有多少个岛屿？	一千多个	一百多个	一万多个	五百多个	2
947	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国现存的最大的皇家园林是：	圆明园	承德避暑山庄	颐和园	御花园	2
948	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G梭伦是著名的诗人和政治家，他是哪里人？	埃及	雅典	罗马	阿拉伯	2
949	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国历年来调入常规能源最多的省级行政区是：	江苏	上海	浙江	广东	2
950	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G武昌起义时，孙中山在哪里？	美国檀香山	美国科罗拉多州	法国巴黎	英属新加坡	2
951	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《古今图书集成》的书名是谁定的？	顺治	乾隆	康熙	光绪	3
952	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早公开发表“地球”概念的是：	弗洛伊德	阿基米德	柏拉图	马基雅维利	3
953	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G“古尔邦节”是一种什么节日？	民族节日	国家节日	宗教节日	祭祀节日	3
954	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G故宫是哪一年建成的？	1455年	1420年	1400年	1644年	3
955	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G核能发电量占本国总发电量比重最大的是：	日本	英国	法国	德国	3
956	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G我国的邻国共有几个？	9	10	12	15	3
957	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为有野人出没的神农架在我国哪一省份？	四川	湖南	广西	湖北	4
958	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列起义取得胜利的是：	广州起义	黄花岗起义	镇南关起义	武昌起义	4
